candidate_id,gold_class,gold_family_id,phrase_complete,proposition_consistent,stance,claim_supported,notes
cand:8d145f358c93121a,,,,,,,
cand:3e2b734848eeeac9,,,,,,,
cand:e274ec85fd222303,,,,,,,
cand:93494a2a3a7110e0,,,,,,,
cand:df7e0e72d25f5b17,,,,,,,
cand:14959c2113a5b377,,,,,,,
cand:7f98bdddec53672d,,,,,,,
cand:39d3a8462445fd98,,,,,,,
cand:d07055061d0b6387,,,,,,,
cand:3245509f2b13153a,,,,,,,
cand:f6461621a6d124b7,,,,,,,
cand:04e6291eef3fe936,,,,,,,
cand:f42308e72b2e908e,,,,,,,
cand:bbbff23380becf85,,,,,,,
cand:d5e2952b30fda124,,,,,,,
cand:87cc749fbf4653d3,,,,,,,
cand:23c37e3a5ef62e6d,,,,,,,
cand:43ead2cf0b3cfe00,,,,,,,
cand:f0e460e2c249bec1,,,,,,,
cand:5209cec35c2973ca,,,,,,,
cand:415e60cafca4d80b,,,,,,,
cand:1139d0aa8596e5c0,,,,,,,
cand:a1ce0a00127804f0,,,,,,,
cand:3c7c6ab85b446ff6,,,,,,,
cand:d7dc706cc31bd2c6,,,,,,,
cand:877e3ff87130baa3,,,,,,,
cand:e1c14316be449eae,,,,,,,
cand:3bdeba9c7edabeeb,,,,,,,
cand:6885c5e193e70a04,,,,,,,
cand:90553dd64e755763,,,,,,,
cand:fcb309e6de9d346a,,,,,,,
cand:2732032286459edd,,,,,,,
cand:4000400ac272b7c3,,,,,,,
cand:33dc597f7685204e,,,,,,,
cand:edcc89dbc9a13f2f,,,,,,,
cand:b95db0f14bb47c43,,,,,,,
cand:af293cac5b2cd004,,,,,,,
cand:98b6233e64f92c6c,,,,,,,
cand:643fee3173af6fb8,,,,,,,
cand:7188685b0c0c3743,,,,,,,
cand:1e0198085f46e199,,,,,,,
cand:d7b9995f4db771e2,,,,,,,
cand:08e8f2ca72e68005,,,,,,,
cand:b97f81778e4e988a,,,,,,,
cand:8997fc9e0205610a,,,,,,,
cand:669c36a3da6507d3,,,,,,,
cand:b2d8c2ace3f40158,,,,,,,
cand:21a93be1e7a71f2b,,,,,,,
cand:0d88d9a43fa47c35,,,,,,,
cand:db2bf01cdb896ff0,,,,,,,
cand:f317f70842e2e489,,,,,,,
cand:a21fea4843547680,,,,,,,
cand:569e0221da0a3dab,,,,,,,
cand:9e51f8a55fac9d97,,,,,,,
cand:70a62db4553553a7,,,,,,,
cand:0c990b281575dcf1,,,,,,,
cand:5060e52e9d3fbb6a,,,,,,,
cand:b83d247ec13751fe,,,,,,,
cand:e805d0c80f614fc7,,,,,,,
cand:1f173c2de698a25b,,,,,,,
cand:8a8490c1cb04e798,,,,,,,
cand:455cc0b2ff69b856,,,,,,,
cand:5a59ae4042954656,,,,,,,
cand:e2f31ec5de34ebb3,,,,,,,
cand:c4be522cc99fd679,,,,,,,
cand:343a2e9b8a3a8fec,,,,,,,
cand:f699598058f21f94,,,,,,,
cand:30d9ac9bbd64d5ab,,,,,,,
cand:a395d5b8d8737b5b,,,,,,,
cand:ccf4b255074957b3,,,,,,,
cand:8c7f699e6cbd2d72,,,,,,,
cand:6c89322072aaa5f9,,,,,,,
cand:cc970ba865485dbf,,,,,,,
cand:4407750479a58df0,,,,,,,
cand:30aa29db272053b3,,,,,,,
cand:b6d27013754f7ea7,,,,,,,
cand:d3b3912e9a7af42a,,,,,,,
cand:8ecaffbf9bcf0d6a,,,,,,,
cand:834267ade8c92201,,,,,,,
cand:fb8e663ee79679fd,,,,,,,
cand:6ed31d0d6378a12a,,,,,,,
cand:6100b3a699a5e263,,,,,,,
cand:ba818f1aff952c48,,,,,,,
cand:a5fb8efc95520187,,,,,,,
cand:34c3da1107e8bbab,,,,,,,
cand:be3a9d3fc64f3794,,,,,,,
cand:4580ad3a160015ee,,,,,,,
cand:769622512bccace7,,,,,,,
cand:78bd82119c9c15d2,,,,,,,
cand:07530ac5f449a200,,,,,,,
cand:0348033ed74f4d8e,,,,,,,
cand:1ede6c7629d5a486,,,,,,,
cand:a40b915d427f1183,,,,,,,
cand:2403fe6805c09de9,,,,,,,
cand:7de53e514fef8f38,,,,,,,
cand:59615a26abd879b0,,,,,,,
cand:ab70b1a1c965270a,,,,,,,
cand:fab948d47f078820,,,,,,,
cand:a79da851801a089c,,,,,,,
cand:01c826f5cf452074,,,,,,,
cand:5b1a3a6535e24275,,,,,,,
cand:316971e97f0d6b87,,,,,,,
cand:5cfca447071533e5,,,,,,,
cand:efdcce5b31ae16a4,,,,,,,
cand:88f11a2cf409f06f,,,,,,,
cand:b35f7746c6f97003,,,,,,,
cand:554a1f5f2c4f43d4,,,,,,,
cand:87fc93297dba2363,,,,,,,
cand:94ac254a9c86d809,,,,,,,
cand:8ffcadb485e8f3c3,,,,,,,
cand:f165b264d67a77b7,,,,,,,
cand:5aa74a6adc271706,,,,,,,
cand:1180c2c12a3cc898,,,,,,,
cand:930b063a8e019026,,,,,,,
cand:a00f4dcddcc92e9f,,,,,,,
cand:2fa17dcae3f66bae,,,,,,,
cand:311289a785cd0135,,,,,,,
cand:b0f79808571bcf5f,,,,,,,
cand:b3e343f5a2da422d,,,,,,,
cand:ecf17bd605c97467,,,,,,,
cand:ac96838264dbf3e8,,,,,,,
cand:5762e282f4b88fa1,,,,,,,
cand:ab746d3f82031f79,,,,,,,
cand:8aa7bc9c876f5caf,,,,,,,
