candidate_id,gold_class,gold_family_id,phrase_complete,proposition_consistent,stance,claim_supported,notes
cand:480cf77f1081e8c1,,,,,,,
cand:dc9be5de9c9a423f,,,,,,,
cand:be83fcef58da0761,,,,,,,
cand:1c59457f3befce62,,,,,,,
cand:daf1ef20b4c3c582,,,,,,,
cand:e2b2d940d32f10ab,,,,,,,
cand:01dfacf0b8c1605b,,,,,,,
cand:9708b1b6f6026a27,,,,,,,
cand:70e94f8d553c9b1c,,,,,,,
cand:f46dd20b25b446bb,,,,,,,
cand:dac27a68be3d16bd,,,,,,,
cand:c078b96e4fed0ab2,,,,,,,
cand:6b383d5cfd9e0059,,,,,,,
cand:e6b3c95d2a78377a,,,,,,,
cand:b148277f1e63cecf,,,,,,,
cand:33d7fc4489393141,,,,,,,
cand:aeef11359829d7a2,,,,,,,
cand:c5dd919b780d6c96,,,,,,,
cand:5a490fb544135a05,,,,,,,
cand:8e51257a43dd9f64,,,,,,,
cand:b9ce50c87404b2d7,,,,,,,
cand:7f486fab698c25d3,,,,,,,
cand:6df16f39ca714500,,,,,,,
cand:59139b97c35607e3,,,,,,,
cand:ae54b66813703af0,,,,,,,
cand:7129e55abc0db242,,,,,,,
cand:07e8067681a73f84,,,,,,,
cand:de8913698557f172,,,,,,,
cand:be19cbb66af997e4,,,,,,,
cand:9a14217bcf68e160,,,,,,,
cand:122d598cf9e9a57f,,,,,,,
cand:9efb983ac26a3207,,,,,,,
cand:17e06dd8a5a18052,,,,,,,
cand:ef34a3359996a877,,,,,,,
cand:6675e7969ae6490b,,,,,,,
cand:5e964225afc63299,,,,,,,
cand:a9e18a99391657ac,,,,,,,
cand:d9e614903c379d31,,,,,,,
cand:a599505ed3b2b464,,,,,,,
cand:ea09d50c004cd16c,,,,,,,
cand:ac6692f6c718a9a0,,,,,,,
cand:ed9d81208c1c8d2d,,,,,,,
cand:68149a85a33781e3,,,,,,,
cand:bc0b4225e29a82d0,,,,,,,
cand:ad08f191091faf55,,,,,,,
cand:cb52fbc68852cd85,,,,,,,
cand:959df03197477b12,,,,,,,
cand:79f80ae8328eba4d,,,,,,,
cand:cded3e5df67f99ac,,,,,,,
cand:cab128485f70159b,,,,,,,
cand:9cd0ae46c674f8c2,,,,,,,
cand:35f608f5b6f4ab82,,,,,,,
cand:3e5066f68f20ebcf,,,,,,,
cand:3c911b1aca8e22f4,,,,,,,
cand:50f87a82c0dbc7c6,,,,,,,
cand:51f63acae14f1568,,,,,,,
cand:5cacd84b2f54f480,,,,,,,
cand:7e92251ec0f6d8d9,,,,,,,
cand:592a6ad1db0651a7,,,,,,,
cand:57be9a76f6c41620,,,,,,,
cand:1c7e2e862829055f,,,,,,,
cand:9780403db6a84cbb,,,,,,,
cand:7ce4c5b3f55e33be,,,,,,,
cand:802cc5584f87a238,,,,,,,
cand:7d10eb9a68a74efb,,,,,,,
cand:379d4a21c4953a9e,,,,,,,
cand:ca5921d6be6b4fb5,,,,,,,
cand:e786b8da87f6e839,,,,,,,
cand:fd6cbf88b53c42e6,,,,,,,
cand:ce33588600a694ad,,,,,,,
cand:acf1c78b104b4098,,,,,,,
cand:2f2912b88200ec57,,,,,,,
cand:bf414a056bb39dff,,,,,,,
cand:db0ed05a716dfd1a,,,,,,,
cand:23aac5c0eafe5c19,,,,,,,
cand:32600e60cd585fd8,,,,,,,
